Order date,product_left,wareh_name,wareh_addr,wareh_state,prod_name,prod_cate,prod_price,prod_website,prod_short_description,prod_depth,prod_height,prod_width,prod_size,prod_quantity,store_id,sup_name,sup_email,sup_tel,time_id,time_date,time_month,time_quater,time_year,wareh_id,prod_id,sup_id,total_qty,total_qty_sold,prod_cost
25/5/2023 AD,11,West Off Warehouse,"676 Randy Squares Apt. 855, Phoenix, Arizona 85001",Arizona (AZ),IVAR,Bookcases & shelving units,1980,https://www.ikea.com/us/en/p/ivar-shelving-unit-w-cabinets-drawers-pine-red-s89323723/,Shelving unit w cabinets/drawers,30,179,259,Small,53,S0690,"Whitney, Howell and Davis",nicholsrobert@santos.org,(503) 124-1529,TM1163,25,5,Q2,2023,WH1016,PD0690,SPE0009,26,15,1976
13/7/2023 AD,35,Central Thought Distribution Center,"7670 Odonnell Mount, Saint Paul, Minnesota 55102",Minnesota (MN),MASTHOLMEN,Outdoor furniture,984,https://www.ikea.com/us/en/p/mastholmen-2-seat-conversation-set-outdoor-rattan-s19217518/,2-seat conversation set,,,,Big,458,S1881,"Spencer, Gill and Pruitt",coryortiz@kennedy-williams.com,(512) 145-6292,TM1164,13,7,Q3,2023,WH1365,PD1881,SPE0063,43,8,980
9/3/2021 AD,-4,South Nature Warehouse,"56570 Miller Avenue Apt. 507, Hartford, Connecticut 06103",Connecticut (CT),AGAM,Children's furniture,195,https://www.ikea.com/us/en/p/agam-junior-chair-white-90253535/,Junior chair,43,79,41,Medium,366,S1711,Wright Ltd,scott66@roberts-marquez.com,(208) 181-5224,TM1165,9,3,Q1,2021,WH0610,PD1711,SPE0151,14,18,192
9/10/2019 AD,28,North Also Depot,"374 Erickson Neck Apt. 830, Concord, New Hampshire 03301",New Hampshire (NH),ODGER,Chairs,177,https://www.ikea.com/us/en/p/odger-chair-brown-50364149/,Chair,51,81,45,Medium,393,S1117,"Sharp, Johnson and Taylor",madeline41@cole.net,(850) 176-9730,TM1166,9,10,Q4,2019,WH1158,PD1117,SPE0095,34,6,168
4/9/2023 AD,45,North Born Storage,"14571 Victoria Ville, Juneau, Alaska 99801",Alaska (AK),JONAXEL,Chests of drawers & drawer units,135,https://www.ikea.com/us/en/p/jonaxel-frame-with-mesh-baskets-s59297141/,Frame with mesh baskets,51,70,25,Small,208,S1530,Phillips-Foley,choffman@rogers.com,(304) 161-5112,TM1167,4,9,Q3,2023,WH0525,PD1530,SPE0016,47,2,125
27/11/2019 AD,10,Central Action Depot,"19204 Mack Flats Suite 801, Des Moines, Iowa 50309",Iowa (IA),MELLTORP / MARIUS,Chairs,149,https://www.ikea.com/us/en/p/melltorp-marius-table-and-2-stools-white-black-s99011764/,Table and 2 stools,,72,75,Small,301,S1217,Smith-Garrison,michele28@montes-smith.com,(501) 186-8226,TM1168,27,11,Q4,2019,WH1980,PD1217,SPE0019,29,19,142
7/9/2023 AD,13,East Much Warehouse,"93897 Robinson Causeway, Baton Rouge, Louisiana 70801",Louisiana (LA),MALM,Beds,299,https://www.ikea.com/us/en/p/malm-bed-frame-white-luroey-s49009952/,Bed frame,97,2,83,Medium,251,S0104,Perez-West,floydjill@flores-nguyen.com,(614) 130-7821,TM1169,7,9,Q3,2023,WH1852,PD0104,SPE0045,27,14,289
14/6/2020 AD,18,West Ground Distribution Center,"428 Amber Court Apt. 809, Montpelier, Vermont 05602",Vermont (VT),IKEA PS 2012 / JANINGE,Chairs,1795,https://www.ikea.com/us/en/p/ikea-ps-2012-janinge-table-and-4-chairs-bamboo-white-s69161482/,Table and 4 chairs,,74,80,Medium,304,S1280,Romero-Evans,wfaulkner@riggs-harris.com,(307) 120-6267,TM1170,14,6,Q2,2020,WH0971,PD1280,SPE0086,26,8,1792
4/4/2019 AD,32,Ralph Warehouse,"2739 Marshall Falls
 Indianapolis, IN 46204",Indiana (IN),NORRÅKER,Café furniture,145,https://www.ikea.com/us/en/p/norraker-stool-birch-00428974/,Stool,29,45,45,Big,89,S1024,Munoz-Ramos,wilsonjustin@wallace.com,(303) 152-9904,TM1171,4,4,Q2,2019,WH0007,PD1024,SPE0109,36,4,140
31/10/2023 AD,-13,Central But Depot,"2079 Sarah Union, Hartford, Connecticut 06103",Connecticut (CT),KALLAX,Bookcases & shelving units,159.99,https://www.ikea.com/us/en/p/kallax-shelving-unit-with-4-drawers-with-2-shelf-inserts-white-s19552893/,Shelving unit,15,30,57,Big,167,S0498,"Ramsey, Love and Reyes",shieldstammy@sanders.com,(785) 191-3884,TM1172,31,10,Q4,2023,WH1131,PD0498,SPE0051,16,29,149.99
17/9/2021 AD,7,North Wall Storage,"529 Pope Knolls Apt. 817, Madison, Wisconsin 53703",Wisconsin (WI),MELLTORP / NILSOVE,Chairs,889,https://www.ikea.com/us/en/p/melltorp-nilsove-table-and-2-chairs-white-rattan-white-s29297294/,Table and 2 chairs,,,75,Big,63,S1198,"Harris, Conrad and Torres",michael28@king-chan.biz,(517) 129-3448,TM1173,17,9,Q3,2021,WH0951,PD1198,SPE0078,18,11,888
30/4/2022 AD,25,Central Hotel Warehouse,"634 Joseph Mountains, Albany, New York 12207",New York (NY),HÖGAFFEL,Bookcases & shelving units,2.5,https://www.ikea.com/us/en/p/hoegaffel-wall-hook-70532062/,Wall hook,2,2,5,Small,52,S0555,"Ball, Bartlett and Ward",davidbeasley@walls-walker.com,(907) 153-5899,TM1174,30,4,Q2,2022,WH0539,PD0555,SPE0015,28,3,-5.5
4/9/2019 AD,40,South Other Warehouse,"294 Lowery Groves, Little Rock, Arkansas 72201",Arkansas (AR),TROFAST,Nursery furniture,195,https://www.ikea.com/us/en/p/trofast-frame-light-white-stained-pine-pine-10308693/,Frame,30,91,44,Big,189,S1858,Dixon-Smith,james31@torres.com,(225) 175-3810,TM1175,4,9,Q3,2019,WH1876,PD1858,SPE0035,50,10,192
17/9/2021 AD,4,North Capital Distribution Center,"074 Nguyen Stream Suite 595, Lansing, Michigan 48933",Michigan (MI),YPPERLIG,Children's furniture,665,https://www.ikea.com/us/en/p/ypperlig-childrens-table-with-2-benches-s69260081/,Children's table with 2 benches,,56,62,Big,185,S1730,"Mays, White and Saunders",juarezerin@west.com,(804) 115-2081,TM1176,17,9,Q3,2021,WH1215,PD1730,SPE0097,21,17,663
4/6/2022 AD,29,South To Warehouse,"4727 Matthew Extension, Little Rock, Arkansas 72201",Arkansas (AR),SYMFONISK,Bookcases & shelving units,49.99,https://www.ikea.com/us/en/p/symfonisk-shelf-w-wireless-charger-white-80521058/,Shelf w wireless charger,15,20,12,Big,420,S0332,Hart LLC,karenlopez@baker.info,(518) 194-1181,TM1177,4,6,Q2,2022,WH0651,PD0332,SPE0043,47,18,42.99
4/5/2022 AD,21,East None Distribution Center,"904 Sarah Haven, Sacramento, California 95814",California (CA),MAMMUT,Children's furniture,129,https://www.ikea.com/us/en/p/mammut-childrens-table-in-outdoor-white-50365177/,Children's table,,48,55,Medium,196,S1660,Butler-Bell,waltonkaren@smith.net,(602) 195-2891,TM1178,4,5,Q2,2022,WH0560,PD1660,SPE0122,41,20,119
24/7/2022 AD,-16,Miller Warehouse,"0470 Traci Summit Suite 592
 Columbus, OH 43215",Ohio (OH),YNGVAR,Café furniture,399,https://www.ikea.com/us/en/p/yngvar-chair-red-00417635/,Chair,51,71,53,Medium,397,S1038,"Underwood, King and Parker",paula54@boyle.com,(801) 190-8263,TM1179,24,7,Q3,2022,WH0032,PD1038,SPE0126,11,27,392
28/4/2022 AD,34,West He Depot,"4787 Smith Green, Providence, Rhode Island 02903",Rhode Island (RI),EKEDALEN / EKEDALEN,Chairs,1695,https://www.ikea.com/us/en/p/ekedalen-ekedalen-table-and-4-chairs-brown-orrsta-light-grey-s29221435/,Table and 4 chairs,,,,Medium,134,S1300,"Larson, Hart and Booth",floresalyssa@lawson.org,(302) 124-2649,TM1180,28,4,Q2,2022,WH1048,PD1300,SPE0071,38,4,1693
23/2/2019 AD,19,Central Visit Storage,"747 Sean Mission, Trenton, New Jersey 08608",New Jersey (NJ),HAVSTA,Cabinets & cupboards,80,https://www.ikea.com/us/en/p/havsta-plinth-white-10388661/,Plinth,37,12,81,Medium,477,S0836,Ramos Group,tsmith@williams.com,(334) 118-2478,TM1181,23,2,Q1,2019,WH1274,PD0836,SPE0020,36,17,74
2/9/2023 AD,-11,Perkins Warehouse,"Unit 2200 Box 2239
 Little Rock, AR 72201",Arkansas (AR),BESTÅ,Cabinets & cupboards,475,https://www.ikea.com/us/en/p/besta-tv-bench-black-brown-70294508/,TV bench,40,38,180,Small,409,S0810,Macdonald Inc,daniel49@miller.net,(775) 186-2189,TM1182,2,9,Q3,2023,WH0127,PD0810,SPE0050,17,28,465
27/7/2021 AD,19,South Work Warehouse,"1289 Marie Bridge Apt. 630, Trenton, New Jersey 08608",New Jersey (NJ),LIXHULT,Cabinets & cupboards,178,https://www.ikea.com/us/en/p/lixhult-storage-combination-white-white-s89161508/,Storage combination,25,50,25,Big,202,S0791,Barrett-Spencer,longtamara@ferguson.info,(501) 153-4231,TM1183,27,7,Q3,2021,WH1208,PD0791,SPE0008,23,4,170
21/11/2022 AD,12,East Develop Depot,"2122 Davidson Curve, Montpelier, Vermont 05602",Vermont (VT),BESTÅ,Cabinets & cupboards,510,https://www.ikea.com/us/en/p/besta-tv-bench-black-brown-s49061228/,TV bench,40,48,120,Small,232,S0837,Scott PLC,timothy70@christensen.com,(304) 143-6311,TM1184,21,11,Q4,2022,WH1234,PD0837,SPE0052,32,20,500
14/3/2021 AD,-3,Central Garden Storage,"498 Garcia Street, Harrisburg, Pennsylvania 17101",Pennsylvania (PA),VITTSJÖ,Bookcases & shelving units,158,https://www.ikea.com/us/en/p/vittsjoe-storage-combination-black-brown-glass-s89294532/,Storage combination,14,68,78,Big,51,S0407,Bright LLC,pierceelizabeth@mcgee.com,(651) 113-1093,TM1185,14,3,Q1,2021,WH0212,PD0407,SPE0030,15,18,152
13/10/2022 AD,1,North However Distribution Center,"41369 Samuel Terrace, Bismarck, North Dakota 58501",North Dakota (ND),KALLAX,Cabinets & cupboards,159.99,https://www.ikea.com/us/en/p/kallax-shelving-unit-with-4-inserts-white-s59278307/,Shelving unit with 4 inserts,39,147,77,Small,104,S0741,Williams Ltd,avasquez@hardy.info,(517) 148-4309,TM1186,13,10,Q4,2022,WH0591,PD0741,SPE0062,26,25,157.99
10/5/2023 AD,25,South Executive Distribution Center,"3829 Rivera Rue Apt. 154, Bismarck, North Dakota 58501",North Dakota (ND),YPPERLIG,Children's furniture,195,https://www.ikea.com/us/en/p/ypperlig-childrens-bench-beech-dark-red-50348668/,Children's bench,,56,35,Medium,145,S1771,Horton-Beard,annette65@smith-wells.org,(785) 176-9031,TM1187,10,5,Q2,2023,WH1423,PD1771,SPE0110,27,2,189
6/2/2019 AD,7,South Population Warehouse,"84141 Carl Spring Suite 524, Cheyenne, Wyoming 82001",Wyoming (WY),SMÅGÖRA,Nursery furniture,495,https://www.ikea.com/us/en/p/smagoera-wardrobe-white-10460888/,Wardrobe,50,187,80,Small,133,S1780,Orozco-Robertson,boylekimberly@blackwell.net,(405) 117-8788,TM1188,6,2,Q1,2019,WH1510,PD1780,SPE0135,36,29,488
18/9/2021 AD,-13,East Night Depot,"149 Smith Fall, Richmond, Virginia 23219",Virginia (VA),EKEDALEN / HENRIKSDAL,Chairs,2765,https://www.ikea.com/us/en/p/ekedalen-henriksdal-table-and-6-chairs-dark-brown-orrsta-ramna-light-grey-s49229261/,Table and 6 chairs,,,,Small,423,S1495,Archer PLC,gmccullough@robinson.com,(302) 146-1678,TM1189,18,9,Q3,2021,WH1585,PD1495,SPE0046,15,28,2760
21/6/2022 AD,-4,South Community Warehouse,"9101 Sydney Harbors, Topeka, Kansas 66603",Kansas (KS),ENERYDA,Cabinets & cupboards,22,https://www.ikea.com/us/en/p/eneryda-knob-chrome-plated-00347510/,Knob,,,,Big,348,S0835,Horton-Beard,annette65@smith-wells.org,(785) 176-9031,TM1190,21,6,Q2,2022,WH1379,PD0835,SPE0110,23,27,12
24/12/2021 AD,9,West Class Warehouse,"0189 Williamson Street, Trenton, New Jersey 08608",New Jersey (NJ),LIXHULT,Cabinets & cupboards,287,https://www.ikea.com/us/en/p/lixhult-storage-combination-orange-white-s99161598/,Storage combination,35,35,95,Small,96,S0992,Rice-Lee,cphillips@cook.com,(505) 169-7940,TM1191,24,12,Q4,2021,WH1399,PD0992,SPE0111,31,22,281
6/7/2022 AD,4,Kathryn Warehouse,"12259 Gina Walk Suite 157
 Salem, MS 97301",Mississippi (MS),TROFAST,Nursery furniture,165,https://www.ikea.com/us/en/p/trofast-wall-storage-light-white-stained-pine-pine-20308701/,Wall storage,21,30,93,Medium,338,S1871,Orozco-Robertson,boylekimberly@blackwell.net,(405) 117-8788,TM1192,6,7,Q3,2022,WH0094,PD1871,SPE0135,19,15,159
17/1/2023 AD,8,North Nor Depot,"22745 Lee Trafficway, Hartford, Connecticut 06103",Connecticut (CT),EKEDALEN / EKEDALEN,Chairs,1695,https://www.ikea.com/us/en/p/ekedalen-ekedalen-table-and-4-chairs-white-orrsta-light-grey-s79296857/,Table and 4 chairs,,,,Small,232,S1368,Johnson Inc,icontreras@martin-fitzpatrick.biz,(303) 160-5805,TM1193,17,1,Q1,2023,WH0925,PD1368,SPE0087,38,30,1685
5/1/2022 AD,44,Central Sound Distribution Center,"258 Torres Plain, Frankfort, Kentucky 40601",Kentucky (KY),BESTÅ,Cabinets & cupboards,25,https://www.ikea.com/us/en/p/besta-shelf-grey-stained-walnut-effect-10295539/,Shelf,16,,56,Medium,13,S0794,Moore and Sons,angela05@underwood.info,(207) 122-7311,TM1194,5,1,Q1,2022,WH1769,PD0794,SPE0021,50,6,21
15/1/2023 AD,9,East Foot Distribution Center,"136 Rice Neck Apt. 333, Juneau, Alaska 99801",Alaska (AK),STUVA / FRITIDS,Nursery furniture,995,https://www.ikea.com/us/en/p/stuva-fritids-cot-with-drawers-red-s49253185/,Cot with drawers,,86,66,Big,106,S1844,Macdonald Inc,daniel49@miller.net,(775) 186-2189,TM1195,15,1,Q1,2023,WH0330,PD1844,SPE0050,34,25,985
20/1/2019 AD,41,Powers Warehouse,"00999 Hernandez Loaf Apt. 356
 Columbus, OH 43215",Ohio (OH),BRIMNES,TV & media furniture,99.99,https://www.ikea.com/us/en/p/brimnes-tv-unit-black-50337698/,TV unit,16,20,47,Small,156,S0181,"Parks, Robbins and Mitchell",bhouse@white.com,(317) 185-5959,TM1196,20,1,Q1,2019,WH0027,PD0181,SPE0007,48,7,93.99
5/5/2023 AD,24,South Movie Depot,"3784 Aaron Lock Apt. 123, Little Rock, Arkansas 72201",Arkansas (AR),BESTÅ,Cabinets & cupboards,1305,https://www.ikea.com/us/en/p/besta-wall-mounted-cabinet-combination-black-brown-riksviken-light-bronze-effect-s69301717/,Wall-mounted cabinet combination,42,64,180,Small,12,S0824,Munoz-Ramos,wilsonjustin@wallace.com,(303) 152-9904,TM1197,5,5,Q2,2023,WH1251,PD0824,SPE0109,27,3,1303
9/2/2023 AD,19,Central Gun Storage,"7223 Sharon Pike Suite 759, Jefferson City, Missouri 65101",Missouri (MO),GLASSVIK,Cabinets & cupboards,195,https://www.ikea.com/us/en/p/glassvik-glass-door-dark-red-brown-clear-glass-30443628/,Glass door,,64,60,Small,485,S0976,"Landry, Walker and Perry",penny69@french-dickerson.info,(617) 124-1700,TM1198,9,2,Q1,2023,WH0340,PD0976,SPE0108,25,6,186
14/9/2023 AD,8,East Oil Distribution Center,"8050 Moyer Crescent, Providence, Rhode Island 02903",Rhode Island (RI),GALANT,Bookcases & shelving units,695,https://www.ikea.com/us/en/p/galant-add-on-unit-white-40211595/,Add-on unit,40,80,160,Big,401,S0615,Murray Group,gloverthomas@campbell.com,(651) 147-1944,TM1199,14,9,Q3,2023,WH1552,PD0615,SPE0072,12,4,692
26/8/2019 AD,-12,South A Warehouse,"111 Davies Hollow, Albany, New York 12207",New York (NY),FANBYN,Chairs,145,https://www.ikea.com/us/en/p/fanbyn-seat-shell-with-armrests-white-00378667/,Seat shell with armrests,,45,,Medium,77,S1260,Smith LLC,tonyasmith@lawson.biz,(515) 147-7191,TM1200,26,8,Q3,2019,WH1188,PD1260,SPE0039,18,30,142
11/12/2019 AD,0,South Government Depot,"5446 Nicole Fall Suite 037, Little Rock, Arkansas 72201",Arkansas (AR),BESTÅ,Bookcases & shelving units,216,https://www.ikea.com/us/en/p/besta-storage-combination-with-doors-white-lappviken-stubbarp-white-s89209826/,Storage combination with doors,16,29,47,Small,204,S0424,Williams PLC,twilson@ross.org,(334) 169-6330,TM1201,11,12,Q4,2019,WH0567,PD0424,SPE0129,16,16,215
23/6/2020 AD,19,Central East Warehouse,"118 Jill Route, Carson City, Nevada 89701",Nevada (NV),PÅHL,Children's furniture,295,https://www.ikea.com/us/en/p/pahl-desk-white-s49128945/,Desk,58,,96,Big,449,S1742,Bright LLC,pierceelizabeth@mcgee.com,(651) 113-1093,TM1202,23,6,Q2,2020,WH1169,PD1742,SPE0030,39,20,288
24/7/2021 AD,21,East Ground Distribution Center,"6659 Christina Crest, Dover, Delaware 19901",Delaware (DE),KALLAX,Bookcases & shelving units,74.99,https://www.ikea.com/us/en/p/kallax-shelving-unit-with-underframe-white-stained-oak-effect-black-s79442627/,Shelving unit with underframe,15,37,30,Big,207,S0234,Reynolds LLC,prodriguez@davis.org,(614) 164-2802,TM1203,24,7,Q3,2021,WH1556,PD0234,SPE0027,49,28,66.99
23/9/2021 AD,-5,North Fact Storage,"306 Howell Station, Montpelier, Vermont 05602",Vermont (VT),SVALNÄS,Bookcases & shelving units,410,https://www.ikea.com/us/en/p/svalnaes-wall-mounted-shelf-combination-bamboo-s79184435/,Wall-mounted shelf combination,25,176,66,Medium,475,S0654,"Singh, White and Moss",brandystanley@baldwin.com,(615) 159-8552,TM1204,23,9,Q3,2021,WH1566,PD0654,SPE0038,21,26,402
15/7/2023 AD,29,South Central Distribution Center,"862 Wood Drives, Dover, Delaware 19901",Delaware (DE),TROFAST,Children's furniture,240,https://www.ikea.com/us/en/p/trofast-storage-combination-light-white-stained-pine-pine-white-s29103007/,Storage combination,30,91,44,Small,192,S1752,Ortiz Inc,cballard@hutchinson-alexander.net,(916) 134-2894,TM1205,15,7,Q3,2023,WH0575,PD1752,SPE0116,36,7,237
13/6/2021 AD,7,Delgado Warehouse,"96565 Collins Square
 Atlanta, GA 30301",Georgia (GA),BERGSHULT / SANDSHULT,Bookcases & shelving units,29,https://www.ikea.com/us/en/p/bergshult-sandshult-wall-shelf-white-aspen-s29326041/,Wall shelf,7,22,31,Medium,348,S0320,Jones-Ray,msmith@hall-rivera.net,(609) 147-8846,TM1206,13,6,Q2,2021,WH0012,PD0320,SPE0056,33,26,27
28/9/2022 AD,22,East Toward Storage,"16272 Samantha Course Apt. 120, Honolulu, Hawaii 96813",Hawaii (HI),KUNGSHOLMEN,Outdoor furniture,311.4,https://www.ikea.com/us/en/p/kungsholmen-one-seat-section-outdoor-black-brown-50267049/,One-seat section,80,73,62,Small,391,S1963,"Whitney, Howell and Davis",nicholsrobert@santos.org,(503) 124-1529,TM1207,28,9,Q3,2022,WH0955,PD1963,SPE0009,25,3,303.4
11/10/2023 AD,34,East Adult Depot,"906 Rachel Ports, Albany, New York 12207",New York (NY),BILLY / EKET,Bookcases & shelving units,109,https://www.ikea.com/us/en/p/billy-eket-bookcase-combination-brown-walnut-effect-s59572653/,Bookcase combination,28,106,80,Small,27,S0263,Anderson and Sons,kellydebra@jensen.com,(360) 174-8582,TM1208,11,10,Q4,2023,WH1798,PD0263,SPE0121,45,11,102
11/2/2020 AD,23,James Lane Warehouse,"601 Garcia Village Suite 889
 Tallahassee, FL 32301",Florida (FL),VITTSJÖ,Bookcases & shelving units,790,https://www.ikea.com/us/en/p/vittsjoe-storage-combination-black-brown-glass-s89294532/,Storage combination,36,175,200,Big,406,S0641,Johnson Inc,icontreras@martin-fitzpatrick.biz,(303) 160-5805,TM1209,11,2,Q1,2020,WH0085,PD0641,SPE0087,38,15,781
9/6/2022 AD,35,North Human Depot,"6721 Mercado Park Suite 591, Frankfort, Kentucky 40601",Kentucky (KY),YNGVAR,Café furniture,395,https://www.ikea.com/us/en/p/yngvar-chair-anthracite-80417636/,Chair,51,71,53,Medium,116,S1045,"Mueller, Gill and Williams",hernandezdaniel@edwards.com,(651) 157-5406,TM1210,9,6,Q2,2022,WH0606,PD1045,SPE0107,44,9,390
5/10/2019 AD,11,John Warehouse,"7823 Espinoza Center Apt. 287
 Columbia, SC 29201",South Carolina (SC),TROFAST,Children's furniture,195,https://www.ikea.com/us/en/p/trofast-frame-light-white-stained-pine-pine-10308693/,Frame,30,91,44,Big,270,S1764,Jones-Mcguire,moranlaura@jackson.com,(907) 112-8637,TM1211,5,10,Q4,2019,WH0091,PD1764,SPE0034,17,6,193
13/4/2022 AD,19,Central Old Warehouse,"10473 Bush Oval, Carson City, Nevada 89701",Nevada (NV),TOSSBERG,Chairs,495,https://www.ikea.com/us/en/p/tossberg-chair-metal-black-grey-90435324/,Chair,56,82,60,Big,38,S1085,Sweeney-Hodge,rodriguezpaula@rodriguez.com,(518) 144-6018,TM1212,13,4,Q2,2022,WH0423,PD1085,SPE0136,24,5,486
4/6/2021 AD,13,Central Issue Distribution Center,"25252 Robert Summit, Augusta, Maine 04330",Maine (ME),RIKSVIKEN,Cabinets & cupboards,225,https://www.ikea.com/us/en/p/riksviken-door-light-bronze-effect-70441566/,Door,,64,60,Small,300,S0935,Smith and Sons,brianjordan@vaughan-garcia.com,(717) 192-1866,TM1213,4,6,Q2,2021,WH1198,PD0935,SPE0120,38,25,216
13/5/2020 AD,10,North Toward Depot,"368 Daniel Mountains, Little Rock, Arkansas 72201",Arkansas (AR),MALM,Beds,299,https://www.ikea.com/us/en/p/malm-bed-frame-white-luroey-s49009952/,Bed frame,97,2,83,Medium,251,S0104,Hart LLC,karenlopez@baker.info,(518) 194-1181,TM1214,13,5,Q2,2020,WH1918,PD0104,SPE0043,40,30,289
1/7/2021 AD,-1,Central Need Warehouse,"46008 Molina Lights Suite 001, Bismarck, North Dakota 58501",North Dakota (ND),NORDLI,Chests of drawers & drawer units,1060,https://www.ikea.com/us/en/p/nordli-chest-of-6-drawers-white-anthracite-s19211757/,Chest of 6 drawers,47,54,160,Small,321,S1648,"Ball, Bartlett and Ward",davidbeasley@walls-walker.com,(907) 153-5899,TM1215,1,7,Q3,2021,WH0568,PD1648,SPE0015,16,17,1052
9/9/2022 AD,37,West Exist Distribution Center,"1886 Thomas Crescent, Richmond, Virginia 23219",Virginia (VA),BESTÅ,Cabinets & cupboards,65,https://www.ikea.com/us/en/p/besta-frame-black-brown-50245953/,Frame,15,25,47,Medium,351,S1017,"Jones, Spencer and Baxter",sarah50@mccoy.com,(907) 147-1605,TM1216,9,9,Q3,2022,WH0689,PD1017,SPE0131,46,9,58
11/9/2023 AD,6,West Doctor Distribution Center,"4538 Moore Lane Apt. 298, Saint Paul, Minnesota 55102",Minnesota (MN),TROFAST,Nursery furniture,15,https://www.ikea.com/us/en/p/trofast-storage-box-orange-30466281/,Storage box,30,23,42,Big,218,S1873,Barry Ltd,yroach@parks-smith.biz,(410) 118-9890,TM1217,11,9,Q3,2023,WH1569,PD1873,SPE0084,24,18,7
3/10/2023 AD,-9,North May Storage,"74524 Alexis Mission Apt. 988, Topeka, Kansas 66603",Kansas (KS),IVAR,Bookcases & shelving units,5,https://www.ikea.com/us/en/p/ivar-hook-for-side-unit-gray-00304780/,Hook for side unit,2,5,5,Small,296,S0602,"Gonzalez, Pacheco and Boone",tyler97@nguyen-bush.com,(603) 141-6986,TM1218,3,10,Q4,2023,WH1146,PD0602,SPE0149,12,21,-2
22/8/2022 AD,37,South Wrong Storage,"111 Burgess Mills Suite 090, Cheyenne, Wyoming 82001",Wyoming (WY),URBAN,Children's furniture,225,https://www.ikea.com/us/en/p/urban-junior-chair-white-00165213/,Junior chair,48,79,45,Small,191,S1773,"Evans, Howe and Davis",ghogan@mcgrath.biz,(860) 176-7336,TM1219,22,8,Q3,2022,WH0965,PD1773,SPE0137,39,2,216
8/5/2020 AD,4,Central Health Depot,"3495 Priscilla Shore, Baton Rouge, Louisiana 70801",Louisiana (LA),FLINTAN,Chairs,245,https://www.ikea.com/us/en/p/flintan-office-chair-vissle-grey-20336836/,Office chair,69,,74,Medium,305,S1080,Martinez-Morrison,ryan52@sanders-jackson.com,(505) 181-9762,TM1220,8,5,Q2,2020,WH0286,PD1080,SPE0125,28,24,243
14/9/2023 AD,41,East Consider Storage,"863 Katrina Junctions, Santa Fe, New Mexico 87501",New Mexico (NM),MUSKAN,Bookcases & shelving units,49.99,https://www.ikea.com/us/en/p/muskan-shelf-unit-white-50424327/,Shelf unit,14,55,14,Big,489,S0349,Rivers-Delgado,bauerchristy@huff-marks.com,(517) 195-9433,TM1221,14,9,Q3,2023,WH1815,PD0349,SPE0114,46,5,42.99
25/11/2021 AD,10,Central Garden Storage,"498 Garcia Street, Harrisburg, Pennsylvania 17101",Pennsylvania (PA),SVENBERTIL,Chairs,100,https://www.ikea.com/us/en/p/svenbertil-seat-shell-white-30339896/,Seat shell,,39,,Big,428,S1419,Phillips-Foley,choffman@rogers.com,(304) 161-5112,TM1222,25,11,Q4,2021,WH0212,PD1419,SPE0016,36,26,93
1/5/2019 AD,5,West Themselves Storage,"22440 Salas Branch Suite 367, Hartford, Connecticut 06103",Connecticut (CT),SJÄLLAND,Outdoor furniture,180,https://www.ikea.com/us/en/p/sjaelland-table-top-light-brown-00401941/,Table top,,,67,Small,259,S1903,Greene-Sanders,timothymoore@howe-thomas.com,(907) 159-5651,TM1223,1,5,Q2,2019,WH1898,PD1903,SPE0014,34,29,171
19/3/2021 AD,13,South State Distribution Center,"94395 Gibson Spring Apt. 135, Santa Fe, New Mexico 87501",New Mexico (NM),BROGRUND,Bookcases & shelving units,18.99,https://www.ikea.com/us/en/p/brogrund-glass-shelf-90524674/,Glass shelf,4,1,26,Medium,11,S0477,Perez-West,floydjill@flores-nguyen.com,(614) 130-7821,TM1224,19,3,Q1,2021,WH1314,PD0477,SPE0045,29,16,10.99
23/11/2023 AD,14,West Official Storage,"5743 Donna Skyway Suite 292, Cheyenne, Wyoming 82001",Wyoming (WY),NYHAMN,Beds,449,https://www.ikea.com/us/en/p/nyhamn-sleeper-sofa-with-foam-mattress-knisa-gray-beige-s39306373/,Sleeper sofa,97,90,200,Big,237,S0120,Miller and Sons,jill72@dean.com,(609) 137-1022,TM1225,23,11,Q4,2023,WH0515,PD0120,SPE0099,31,17,446
27/12/2021 AD,19,Central Treat Depot,"738 Angela Summit, Trenton, New Jersey 08608",New Jersey (NJ),JONAXEL,Chests of drawers & drawer units,135,https://www.ikea.com/us/en/p/jonaxel-frame-with-mesh-baskets-s59297141/,Frame with mesh baskets,51,70,25,Small,208,S1530,"Ramsey, Love and Reyes",shieldstammy@sanders.com,(785) 191-3884,TM1226,27,12,Q4,2021,WH0739,PD1530,SPE0051,25,6,125
9/6/2020 AD,11,East Hour Distribution Center,"36461 Nelson Drives, Dover, Delaware 19901",Delaware (DE),BUSUNGE,Beds,299,https://www.ikea.com/us/en/p/busunge-extendable-bed-white-70305700/,Extendable bed,97,200,90,Big,311,S0101,Orozco-Robertson,boylekimberly@blackwell.net,(405) 117-8788,TM1227,9,6,Q2,2020,WH1534,PD0101,SPE0135,35,24,289
